Education,Education-Num,Matrital-Status,Native-Country,Occupation,Race,Relationship,Sex,Workclass,Age,Capital-Gain,Capital-Loss,Fnlwgt,Hours-Per-Week,Number of Records
9th,5,Married-civ-spouse,China,Machine-op-inspct,Asian-Pac-Islander,Other-relative,Female,Private,48,0,0,162096,45,1
HS-grad,9,Married-civ-spouse,China,Machine-op-inspct,Asian-Pac-Islander,Other-relative,Female,Private,50,0,0,135643,40,1
7th-8th,4,Married-civ-spouse,?,Other-service,Asian-Pac-Islander,Other-relative,Female,Private,42,0,0,143582,48,1
HS-grad,9,Married-civ-spouse,Philippines,Priv-house-serv,Asian-Pac-Islander,Other-relative,Female,Private,58,0,0,119751,60,1
Bachelors,13,Married-civ-spouse,Philippines,Prof-specialty,Asian-Pac-Islander,Other-relative,Female,Private,24,0,0,86745,40,1
Some-college,10,Married-civ-spouse,Greece,Sales,Asian-Pac-Islander,Other-relative,Female,Private,32,0,0,288229,40,1
Assoc-acdm,12,Married-spouse-absent,?,Craft-repair,Asian-Pac-Islander,Other-relative,Female,Private,26,0,0,130620,40,1
Bachelors,13,Married-spouse-absent,Philippines,Prof-specialty,Asian-Pac-Islander,Other-relative,Female,Private,48,0,0,114561,36,1
HS-grad,9,Never-married,South,?,Asian-Pac-Islander,Other-relative,Female,?,19,0,0,20469,12,1
HS-grad,9,Never-married,South,?,Asian-Pac-Islander,Other-relative,Female,?,23,0,0,226891,20,1
HS-grad,9,Never-married,United-States,?,Asian-Pac-Islander,Other-relative,Female,?,21,0,0,78374,24,1
Bachelors,13,Never-married,United-States,Exec-managerial,Asian-Pac-Islander,Other-relative,Female,Federal-gov,30,0,0,73514,45,1
11th,7,Never-married,United-States,Adm-clerical,Asian-Pac-Islander,Other-relative,Female,Private,18,0,0,308889,20,1
Some-college,10,Never-married,Vietnam,Adm-clerical,Asian-Pac-Islander,Other-relative,Female,Private,23,0,0,244408,24,1
Bachelors,13,Never-married,Hong,Adm-clerical,Asian-Pac-Islander,Other-relative,Female,Private,26,0,0,147638,40,1
Bachelors,13,Never-married,Hong,Adm-clerical,Asian-Pac-Islander,Other-relative,Female,Private,27,0,0,147638,40,1
Bachelors,13,Never-married,Taiwan,Adm-clerical,Asian-Pac-Islander,Other-relative,Female,Private,24,0,0,281221,40,1
Bachelors,13,Never-married,United-States,Adm-clerical,Asian-Pac-Islander,Other-relative,Female,Private,24,0,0,86745,16,1
Some-college,10,Never-married,Cambodia,Craft-repair,Asian-Pac-Islander,Other-relative,Female,Private,25,0,0,228608,40,1
Some-college,10,Never-married,Vietnam,Craft-repair,Asian-Pac-Islander,Other-relative,Female,Private,22,0,0,117747,40,1
Assoc-voc,11,Never-married,United-States,Exec-managerial,Asian-Pac-Islander,Other-relative,Female,Private,38,0,0,87282,40,1
Bachelors,13,Never-married,Philippines,Exec-managerial,Asian-Pac-Islander,Other-relative,Female,Private,33,0,0,163003,40,1
7th-8th,4,Never-married,Philippines,Other-service,Asian-Pac-Islander,Other-relative,Female,Private,18,0,0,20057,40,1
Assoc-voc,11,Never-married,?,Other-service,Asian-Pac-Islander,Other-relative,Female,Private,25,0,0,226891,40,1
Some-college,10,Never-married,South,Prof-specialty,Asian-Pac-Islander,Other-relative,Female,Private,21,0,0,112137,20,1
Some-college,10,Never-married,South,Prof-specialty,Asian-Pac-Islander,Other-relative,Female,Private,22,0,0,112137,20,1
Assoc-acdm,12,Never-married,Philippines,Prof-specialty,Asian-Pac-Islander,Other-relative,Female,Private,31,0,0,163003,40,1
Masters,14,Never-married,Thailand,Prof-specialty,Asian-Pac-Islander,Other-relative,Female,Private,55,0,0,119751,40,1
HS-grad,9,Never-married,?,Sales,Asian-Pac-Islander,Other-relative,Female,Private,36,0,0,156780,40,1
Some-college,10,Never-married,United-States,Tech-support,Asian-Pac-Islander,Other-relative,Female,Private,22,0,0,229987,32,1
Some-college,10,Never-married,South,Prof-specialty,Asian-Pac-Islander,Other-relative,Female,Self-emp-not-inc,20,0,0,112137,20,1
10th,6,Widowed,China,?,Asian-Pac-Islander,Other-relative,Female,?,75,0,0,260543,1,1
5th-6th,3,Widowed,Philippines,Other-service,Asian-Pac-Islander,Other-relative,Female,Private,63,0,0,106910,19,1
10th,6,Widowed,Philippines,Other-service,Asian-Pac-Islander,Other-relative,Female,Private,59,0,0,221336,40,1
HS-grad,9,Widowed,South,Other-service,Asian-Pac-Islander,Other-relative,Female,Private,45,0,0,281565,50,1
HS-grad,9,Divorced,United-States,Adm-clerical,Asian-Pac-Islander,Own-child,Female,Private,32,0,0,63910,40,1
HS-grad,9,Divorced,Philippines,Handlers-cleaners,Asian-Pac-Islander,Own-child,Female,Private,25,0,0,64671,40,1
HS-grad,9,Divorced,South,Other-service,Asian-Pac-Islander,Own-child,Female,Private,43,0,0,96483,40,1
Some-college,10,Divorced,Philippines,Sales,Asian-Pac-Islander,Own-child,Female,Private,22,0,0,154422,30,1
HS-grad,9,Divorced,United-States,Tech-support,Asian-Pac-Islander,Own-child,Female,Private,28,0,0,82488,40,1
Prof-school,15,Divorced,Philippines,Prof-specialty,Asian-Pac-Islander,Own-child,Female,State-gov,36,0,0,205555,40,1
10th,6,Married-civ-spouse,Vietnam,Machine-op-inspct,Asian-Pac-Islander,Own-child,Female,Private,23,0,0,168009,40,1
1st-4th,2,Married-civ-spouse,Vietnam,Other-service,Asian-Pac-Islander,Own-child,Female,Private,24,0,0,52028,5,1
Some-college,10,Married-civ-spouse,United-States,Other-service,Asian-Pac-Islander,Own-child,Female,Private,24,0,0,216984,35,1
HS-grad,9,Married-civ-spouse,United-States,Sales,Asian-Pac-Islander,Own-child,Female,Private,30,0,0,63910,40,1
Bachelors,13,Married-civ-spouse,Philippines,Sales,Asian-Pac-Islander,Own-child,Female,Self-emp-inc,43,0,0,82488,40,1
11th,7,Married-spouse-absent,South,?,Asian-Pac-Islander,Own-child,Female,?,20,0,1762,114746,40,1
Some-college,10,Married-spouse-absent,United-States,Adm-clerical,Asian-Pac-Islander,Own-child,Female,Private,22,0,0,227994,39,1
11th,7,Married-spouse-absent,India,Sales,Asian-Pac-Islander,Own-child,Female,Private,31,0,0,130620,40,1
Some-college,10,Married-spouse-absent,India,Sales,Asian-Pac-Islander,Own-child,Female,Private,29,0,0,130620,26,1
Bachelors,13,Married-spouse-absent,United-States,Tech-support,Asian-Pac-Islander,Own-child,Female,Private,42,0,0,163003,40,1
12th,8,Never-married,Germany,?,Asian-Pac-Islander,Own-child,Female,?,18,0,0,85154,24,1
HS-grad,9,Never-married,United-States,?,Asian-Pac-Islander,Own-child,Female,?,18,0,1602,51574,38,1
Some-college,10,Never-married,Philippines,?,Asian-Pac-Islander,Own-child,Female,?,17,0,0,110998,40,1
Some-college,10,Never-married,South,?,Asian-Pac-Islander,Own-child,Female,?,22,0,0,31102,4,1
Some-college,10,Never-married,South,?,Asian-Pac-Islander,Own-child,Female,?,22,0,0,148955,15,1
Some-college,10,Never-married,Taiwan,?,Asian-Pac-Islander,Own-child,Female,?,20,0,1602,144685,40,1
Some-college,10,Never-married,United-States,?,Asian-Pac-Islander,Own-child,Female,?,18,0,0,91670,40,1
Some-college,10,Never-married,United-States,?,Asian-Pac-Islander,Own-child,Female,?,19,0,0,71592,40,1
Some-college,10,Never-married,United-States,?,Asian-Pac-Islander,Own-child,Female,?,20,0,0,81853,15,1
Bachelors,13,Never-married,Taiwan,?,Asian-Pac-Islander,Own-child,Female,?,22,0,0,110622,15,1
Some-college,10,Never-married,United-States,Adm-clerical,Asian-Pac-Islander,Own-child,Female,Federal-gov,33,0,0,88913,40,1
Bachelors,13,Never-married,United-States,Adm-clerical,Asian-Pac-Islander,Own-child,Female,Local-gov,26,0,0,150553,50,1
Bachelors,13,Never-married,China,Prof-specialty,Asian-Pac-Islander,Own-child,Female,Local-gov,23,0,0,162551,35,1
Some-college,10,Never-married,United-States,Protective-serv,Asian-Pac-Islander,Own-child,Female,Local-gov,20,0,0,308654,20,1
11th,7,Never-married,United-States,Adm-clerical,Asian-Pac-Islander,Own-child,Female,Private,17,0,0,197850,24,1
HS-grad,9,Never-married,United-States,Adm-clerical,Asian-Pac-Islander,Own-child,Female,Private,25,0,0,89625,40,1
HS-grad,9,Never-married,United-States,Adm-clerical,Asian-Pac-Islander,Own-child,Female,Private,49,0,0,75673,40,1
HS-grad,9,Never-married,Vietnam,Adm-clerical,Asian-Pac-Islander,Own-child,Female,Private,23,0,0,73514,40,1
Some-college,10,Never-married,United-States,Adm-clerical,Asian-Pac-Islander,Own-child,Female,Private,20,0,0,159297,15,1
Some-college,10,Never-married,United-States,Adm-clerical,Asian-Pac-Islander,Own-child,Female,Private,20,0,0,110998,30,1
Some-college,10,Never-married,United-States,Adm-clerical,Asian-Pac-Islander,Own-child,Female,Private,21,0,0,154422,40,1
Some-college,10,Never-married,United-States,Adm-clerical,Asian-Pac-Islander,Own-child,Female,Private,26,0,0,183224,35,1
Some-college,10,Never-married,United-States,Adm-clerical,Asian-Pac-Islander,Own-child,Female,Private,39,0,0,63910,40,1
Some-college,10,Never-married,Vietnam,Adm-clerical,Asian-Pac-Islander,Own-child,Female,Private,20,0,0,133352,40,1
Some-college,10,Never-married,Vietnam,Adm-clerical,Asian-Pac-Islander,Own-child,Female,Private,21,0,0,154835,40,1
Assoc-voc,11,Never-married,Philippines,Adm-clerical,Asian-Pac-Islander,Own-child,Female,Private,24,0,0,289448,40,1
Assoc-voc,11,Never-married,United-States,Adm-clerical,Asian-Pac-Islander,Own-child,Female,Private,24,0,0,73928,20,1
Bachelors,13,Never-married,Laos,Adm-clerical,Asian-Pac-Islander,Own-child,Female,Private,27,0,0,288229,50,1
Bachelors,13,Never-married,Taiwan,Adm-clerical,Asian-Pac-Islander,Own-child,Female,Private,29,2202,0,163003,40,1
Bachelors,13,Never-married,Thailand,Adm-clerical,Asian-Pac-Islander,Own-child,Female,Private,26,0,0,165235,40,1
Bachelors,13,Never-married,United-States,Adm-clerical,Asian-Pac-Islander,Own-child,Female,Private,25,0,0,69847,40,1
Bachelors,13,Never-married,United-States,Adm-clerical,Asian-Pac-Islander,Own-child,Female,Private,28,0,0,69847,30,1
Bachelors,13,Never-married,Philippines,Exec-managerial,Asian-Pac-Islander,Own-child,Female,Private,24,0,0,154422,40,1
Bachelors,13,Never-married,Taiwan,Exec-managerial,Asian-Pac-Islander,Own-child,Female,Private,30,0,0,163003,52,1
Bachelors,13,Never-married,United-States,Exec-managerial,Asian-Pac-Islander,Own-child,Female,Private,22,0,0,119359,40,1
Bachelors,13,Never-married,United-States,Exec-managerial,Asian-Pac-Islander,Own-child,Female,Private,39,0,0,121468,35,1
HS-grad,9,Never-married,Vietnam,Handlers-cleaners,Asian-Pac-Islander,Own-child,Female,Private,31,0,0,379046,40,1
Some-college,10,Never-married,United-States,Handlers-cleaners,Asian-Pac-Islander,Own-child,Female,Private,43,1055,0,88913,40,1
HS-grad,9,Never-married,?,Other-service,Asian-Pac-Islander,Own-child,Female,Private,20,0,0,178469,15,1
HS-grad,9,Never-married,Philippines,Other-service,Asian-Pac-Islander,Own-child,Female,Private,37,0,0,70240,40,1
HS-grad,9,Never-married,United-States,Other-service,Asian-Pac-Islander,Own-child,Female,Private,18,0,0,96483,20,1
HS-grad,9,Never-married,United-States,Other-service,Asian-Pac-Islander,Own-child,Female,Private,19,0,0,96483,40,1
Some-college,10,Never-married,United-States,Other-service,Asian-Pac-Islander,Own-child,Female,Private,23,0,0,161478,23,1
Bachelors,13,Never-married,Philippines,Prof-specialty,Asian-Pac-Islander,Own-child,Female,Private,24,0,0,197757,40,1
Bachelors,13,Never-married,United-States,Prof-specialty,Asian-Pac-Islander,Own-child,Female,Private,21,0,0,143582,45,1
Bachelors,13,Never-married,United-States,Prof-specialty,Asian-Pac-Islander,Own-child,Female,Private,23,0,0,69847,20,1
Bachelors,13,Never-married,United-States,Prof-specialty,Asian-Pac-Islander,Own-child,Female,Private,26,0,0,60722,40,1
Prof-school,15,Never-married,?,Prof-specialty,Asian-Pac-Islander,Own-child,Female,Private,30,0,0,158200,40,1
5th-6th,3,Never-married,Vietnam,Sales,Asian-Pac-Islander,Own-child,Female,Private,27,0,0,110622,20,1
11th,7,Never-married,Philippines,Sales,Asian-Pac-Islander,Own-child,Female,Private,19,0,0,86150,19,1
HS-grad,9,Never-married,Philippines,Sales,Asian-Pac-Islander,Own-child,Female,Private,20,0,0,70240,24,1
HS-grad,9,Never-married,United-States,Sales,Asian-Pac-Islander,Own-child,Female,Private,18,0,0,71792,40,1
HS-grad,9,Never-married,United-States,Sales,Asian-Pac-Islander,Own-child,Female,Private,31,0,0,73514,40,1
Some-college,10,Never-married,Philippines,Sales,Asian-Pac-Islander,Own-child,Female,Private,19,0,0,150553,18,1
Some-college,10,Never-married,United-States,Sales,Asian-Pac-Islander,Own-child,Female,Private,20,0,0,304710,20,1
Some-college,10,Never-married,United-States,Sales,Asian-Pac-Islander,Own-child,Female,Private,23,0,0,161478,40,1
Bachelors,13,Never-married,Philippines,Tech-support,Asian-Pac-Islander,Own-child,Female,Private,27,0,0,230959,40,1
Bachelors,13,Never-married,United-States,Adm-clerical,Asian-Pac-Islander,Own-child,Female,Self-emp-inc,25,0,0,86745,40,1
Some-college,10,Never-married,South,Other-service,Asian-Pac-Islander,Own-child,Female,Self-emp-inc,19,0,0,148955,35,1
HS-grad,9,Never-married,United-States,Adm-clerical,Asian-Pac-Islander,Own-child,Female,Self-emp-not-inc,19,0,0,73514,30,1
Some-college,10,Never-married,United-States,Adm-clerical,Asian-Pac-Islander,Own-child,Female,State-gov,21,0,0,96483,12,1
HS-grad,9,Separated,Philippines,Adm-clerical,Asian-Pac-Islander,Own-child,Female,Private,36,0,0,154835,40,1
Bachelors,13,Widowed,Philippines,Other-service,Asian-Pac-Islander,Own-child,Female,Private,45,0,0,77927,40,1
Some-college,10,Divorced,United-States,?,Asian-Pac-Islander,Unmarried,Female,?,43,0,0,82077,40,1
Some-college,10,Divorced,Philippines,Exec-managerial,Asian-Pac-Islander,Unmarried,Female,Federal-gov,35,0,0,20469,40,1
Some-college,10,Divorced,United-States,Exec-managerial,Asian-Pac-Islander,Unmarried,Female,Federal-gov,42,0,0,70240,40,1
HS-grad,9,Divorced,?,Prof-specialty,Asian-Pac-Islander,Unmarried,Female,Federal-gov,37,0,0,81853,40,1
Assoc-acdm,12,Divorced,Philippines,Prof-specialty,Asian-Pac-Islander,Unmarried,Female,Federal-gov,42,0,0,158926,40,1
Bachelors,13,Divorced,United-States,Adm-clerical,Asian-Pac-Islander,Unmarried,Female,Local-gov,32,0,0,161478,46,1
HS-grad,9,Divorced,United-States,Prof-specialty,Asian-Pac-Islander,Unmarried,Female,Local-gov,41,0,0,90692,40,1
Bachelors,13,Divorced,Philippines,Adm-clerical,Asian-Pac-Islander,Unmarried,Female,Private,38,0,213,173047,40,1
HS-grad,9,Divorced,United-States,Exec-managerial,Asian-Pac-Islander,Unmarried,Female,Private,48,0,0,105138,40,1
Assoc-acdm,12,Divorced,Taiwan,Exec-managerial,Asian-Pac-Islander,Unmarried,Female,Private,36,0,0,247600,40,1
HS-grad,9,Divorced,South,Handlers-cleaners,Asian-Pac-Islander,Unmarried,Female,Private,48,0,0,118831,40,1
Some-college,10,Divorced,United-States,Sales,Asian-Pac-Islander,Unmarried,Female,Private,39,0,0,82488,38,1
Assoc-voc,11,Divorced,Thailand,Exec-managerial,Asian-Pac-Islander,Unmarried,Female,Self-emp-inc,46,0,0,283004,63,1
Masters,14,Divorced,United-States,Exec-managerial,Asian-Pac-Islander,Unmarried,Female,Self-emp-inc,44,0,0,78374,40,1
HS-grad,9,Divorced,?,Sales,Asian-Pac-Islander,Unmarried,Female,Self-emp-inc,48,0,0,56975,84,1
Some-college,10,Divorced,?,Exec-managerial,Asian-Pac-Islander,Unmarried,Female,Self-emp-not-inc,50,0,0,221336,40,1
Bachelors,13,Divorced,South,Other-service,Asian-Pac-Islander,Unmarried,Female,Self-emp-not-inc,46,0,0,275625,60,1
HS-grad,9,Divorced,United-States,Adm-clerical,Asian-Pac-Islander,Unmarried,Female,State-gov,47,0,0,72333,40,1
Assoc-acdm,12,Divorced,United-States,Prof-specialty,Asian-Pac-Islander,Unmarried,Female,State-gov,41,0,0,88913,36,1
Prof-school,15,Married-spouse-absent,Vietnam,?,Asian-Pac-Islander,Unmarried,Female,?,52,0,0,115209,40,1
Bachelors,13,Married-spouse-absent,Philippines,Adm-clerical,Asian-Pac-Islander,Unmarried,Female,Local-gov,48,0,0,148121,40,1
9th,5,Married-spouse-absent,Vietnam,Adm-clerical,Asian-Pac-Islander,Unmarried,Female,Private,25,0,0,150553,40,1
Assoc-acdm,12,Married-spouse-absent,Laos,Exec-managerial,Asian-Pac-Islander,Unmarried,Female,Private,42,0,0,297335,31,1
11th,7,Married-spouse-absent,South,Machine-op-inspct,Asian-Pac-Islander,Unmarried,Female,Private,45,0,0,88061,40,1
5th-6th,3,Married-spouse-absent,Philippines,Other-service,Asian-Pac-Islander,Unmarried,Female,Private,39,0,0,70240,40,1
Some-college,10,Married-spouse-absent,Philippines,Adm-clerical,Asian-Pac-Islander,Unmarried,Female,State-gov,34,0,0,20057,38,1
HS-grad,9,Never-married,United-States,Transport-moving,Asian-Pac-Islander,Unmarried,Female,Federal-gov,45,0,0,106910,40,1
Some-college,10,Never-married,United-States,Protective-serv,Asian-Pac-Islander,Unmarried,Female,Local-gov,27,0,0,289039,40,1
Bachelors,13,Never-married,Vietnam,Tech-support,Asian-Pac-Islander,Unmarried,Female,Local-gov,25,0,0,244408,40,1
HS-grad,9,Never-married,United-States,Adm-clerical,Asian-Pac-Islander,Unmarried,Female,Private,20,0,0,163003,15,1
Some-college,10,Never-married,?,Adm-clerical,Asian-Pac-Islander,Unmarried,Female,Private,28,0,0,226891,30,1
Some-college,10,Never-married,United-States,Adm-clerical,Asian-Pac-Islander,Unmarried,Female,Private,33,0,0,301867,35,1
Some-college,10,Never-married,United-States,Adm-clerical,Asian-Pac-Islander,Unmarried,Female,Private,36,0,0,91275,40,1
Some-college,10,Never-married,Vietnam,Adm-clerical,Asian-Pac-Islander,Unmarried,Female,Private,20,0,0,147171,40,1
Bachelors,13,Never-married,Philippines,Adm-clerical,Asian-Pac-Islander,Unmarried,Female,Private,46,0,0,182533,40,1
Bachelors,13,Never-married,Vietnam,Other-service,Asian-Pac-Islander,Unmarried,Female,Private,48,0,0,102938,40,1
Some-college,10,Never-married,Philippines,Tech-support,Asian-Pac-Islander,Unmarried,Female,Private,41,0,0,291965,40,1
Bachelors,13,Never-married,India,Tech-support,Asian-Pac-Islander,Unmarried,Female,Private,49,0,0,176341,40,1
Bachelors,13,Never-married,Philippines,Tech-support,Asian-Pac-Islander,Unmarried,Female,Private,27,0,0,164170,20,1
HS-grad,9,Never-married,India,Other-service,Asian-Pac-Islander,Unmarried,Female,Self-emp-inc,18,0,0,119422,30,1
HS-grad,9,Never-married,United-States,Sales,Asian-Pac-Islander,Unmarried,Female,Self-emp-not-inc,25,0,0,72338,40,1
Some-college,10,Never-married,Philippines,Adm-clerical,Asian-Pac-Islander,Unmarried,Female,State-gov,29,0,0,71592,40,1
Bachelors,13,Never-married,United-States,Prof-specialty,Asian-Pac-Islander,Unmarried,Female,State-gov,54,0,0,93415,40,1
Masters,14,Never-married,Taiwan,Prof-specialty,Asian-Pac-Islander,Unmarried,Female,State-gov,29,0,0,214284,20,1
Bachelors,13,Separated,Philippines,Adm-clerical,Asian-Pac-Islander,Unmarried,Female,Private,48,0,0,238360,40,1
HS-grad,9,Separated,South,Handlers-cleaners,Asian-Pac-Islander,Unmarried,Female,Private,32,0,0,114746,60,1
Masters,14,Separated,India,Machine-op-inspct,Asian-Pac-Islander,Unmarried,Female,Private,47,0,0,334679,42,1
HS-grad,9,Separated,China,Other-service,Asian-Pac-Islander,Unmarried,Female,Private,33,0,0,143582,48,1
Some-college,10,Separated,United-States,Other-service,Asian-Pac-Islander,Unmarried,Female,Private,30,0,0,88913,40,1
Bachelors,13,Separated,Philippines,Other-service,Asian-Pac-Islander,Unmarried,Female,Private,37,0,0,147638,36,1
Bachelors,13,Separated,Philippines,Prof-specialty,Asian-Pac-Islander,Unmarried,Female,Private,39,0,0,165235,40,1
Bachelors,13,Separated,Philippines,Prof-specialty,Asian-Pac-Islander,Unmarried,Female,Private,50,0,0,169646,40,1
11th,7,Separated,India,Adm-clerical,Asian-Pac-Islander,Unmarried,Female,State-gov,28,0,0,130620,40,1
Some-college,10,Widowed,United-States,?,Asian-Pac-Islander,Unmarried,Female,?,72,0,0,75890,4,1
Bachelors,13,Widowed,Japan,Prof-specialty,Asian-Pac-Islander,Unmarried,Female,Local-gov,39,0,0,214284,10,1
HS-grad,9,Widowed,South,Craft-repair,Asian-Pac-Islander,Unmarried,Female,Private,49,0,0,135643,40,1
Assoc-voc,11,Widowed,United-States,Exec-managerial,Asian-Pac-Islander,Unmarried,Female,Private,60,0,0,139586,40,1
HS-grad,9,Widowed,India,Other-service,Asian-Pac-Islander,Unmarried,Female,Private,52,0,0,168381,40,1
